AirlineID,AirlineName.En,AirlineName.Zh_tw,AirlineNameAlias.En,AirlineNameAlias.Zh_tw,AirlineEmail,AirlineAddress,AirlinePhone,UpdateTime,VersionID,AirlineICAO,AirlineIATA,AirlineNationality
BX,AIR BUSAN,韓商釜山航空股份有限公司臺北分公司,,釜山航空,"",台北市中山區建國北路二段33號10樓之4,02-25163355,2024-02-16T08:41:24+08:00,1252,ABL,BX,KR
BY,Thomsonfly,,Thomsonfly,,"",,,2024-02-16T08:41:24+08:00,1252,TOM,BY,
BZ,Blue Bird Aviation,,Blue Bird Aviation,,"",,,2024-02-16T08:41:24+08:00,1252,BBZ,BZ,
C3,Contact Air,,Contact Air,,"",,,2024-02-16T08:41:24+08:00,1252,KIS,C3,
C4,Zimex Aviation,,Zimex Aviation,,"",,,2024-02-16T08:41:24+08:00,1252,IMX,C4,
C5,CommutAir,,CommutAir,,"",,,2024-02-16T08:41:24+08:00,1252,UCA,C5,
C6,Canjet Airlines,,Canjet Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,CJA,C6,
C7,Rico Linhas Aereas,,Rico Linhas Aereas,,"",,,2024-02-16T08:41:24+08:00,1252,RLE,C7,
C9,Cirrus Airlines,,Cirrus Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,RUS,C9,
CA,Air China,大陸商中國國際股份有限公司,Air China,中國國際,"",台北市民生東路3段134號4樓之B,02-27182333,2024-02-16T08:41:24+08:00,1252,CCA,CA,CN
CB,ScotAirways,,ScotAirways,,"",,,2024-02-16T08:41:24+08:00,1252,SAY,CB,
CC,Macair Airlines,,Macair Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,MCK,CC,
CD,Air India Regional,,Air India Regional,,"",,,2024-02-16T08:41:24+08:00,1252,LLR,CD,
CE,Chalair Aviation,,Chalair Aviation,,"",,,2024-02-16T08:41:24+08:00,1252,CLG,CE,
CF,China Postal Airlines,中國郵航,China Postal Airlines,中國郵航,"",,,2024-02-16T08:41:24+08:00,1252,CYZ,CF,CN
CG,Airlines of Papua New Guinea,,Airlines of Papua New Guinea,,"",,,2024-02-16T08:41:24+08:00,1252,TOK,CG,
CH,Bemidji Airlines,,Bemidji Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,BMJ,CH,
CI,China Airlines,中華航空,China Airlines,中華航空,"",桃園縣大園鄉航站南路1號,03-0998888,2024-02-16T08:41:24+08:00,1252,CAL,CI,TW
CJ,BA CityFlyer,,BA CityFlyer,,"",,,2024-02-16T08:41:24+08:00,1252,CFE,CJ,
CK,China Cargo Airlines,中國貨運,China Cargo Airlines,中國貨運,"",,,2024-02-16T08:41:24+08:00,1252,CKK,CK,CN
CL,Lufthansa CityLine,,Lufthansa CityLine,,"",,,2024-02-16T08:41:24+08:00,1252,CLH,CL,
CM,COPA Airlines,巴拿馬航空,COPA Airlines,巴拿馬航空,"",,,2024-02-16T08:41:24+08:00,1252,CMP,CM,
CN,Grand China Air,,Grand China Air,,"",,,2024-02-16T08:41:24+08:00,1252,GDC,CN,
CO,COBALT AIR,美國大陸,COBALT AIR,,"",,,2024-02-16T08:41:24+08:00,1252,FCB,CO,
CP,Compass Airlines (North America),,Compass Airlines (North America),,"",,,2024-02-16T08:41:24+08:00,1252,CPZ,CP,
CQ,Sunshine Express Airlines,,Sunshine Express Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,EXL,CQ,
CS,Continental Micronesia,,Continental Micronesia,,"",,,2024-02-16T08:41:24+08:00,1252,CMI,CS,
CU,Cubana,,Cubana,,"",,,2024-02-16T08:41:24+08:00,1252,CUB,CU,
CV,Cargolux S.A.,盧森堡航空,Cargolux S.A.,盧航,"",,,2024-02-16T08:41:24+08:00,1252,CLX,CV,LU
CW,Air Marshall Islands,,Air Marshall Islands,,"",,,2024-02-16T08:41:24+08:00,1252,MRS,CW,
CX,Cathay Pacific,香港商國泰航空股份有限公司台灣分公司,Cathay Pacific,國泰航空,"",台北市民生東路三段129號12樓,02-2714-9605,2024-02-16T08:41:24+08:00,1252,CPA,CX,HK
CY,Cyprus Airways,,Cyprus Airways,,"",,,2024-02-16T08:41:24+08:00,1252,CYP,CY,
CZ,China Southern Airlines,中國南方航空,China Southern Airlines,南方航空,"",台北市民生東路三段69號1樓,02-25099555,2024-02-16T08:41:24+08:00,1252,CSN,CZ,CN
D2,Severstal Aircompany,,Severstal Aircompany,,"",,,2024-02-16T08:41:24+08:00,1252,SSF,D2,
D4,Alidaunia,,Alidaunia,,"",,,2024-02-16T08:41:24+08:00,1252,LID,D4,
D6,Interair South Africa,,Interair South Africa,,"",,,2024-02-16T08:41:24+08:00,1252,ILN,D6,
D7,Air Asia X,全亞洲航空,Air Asia X,全亞洲航空,"",,,2024-02-16T08:41:24+08:00,1252,XAX,D7,MY
D8,Djibouti Airlines,,Djibouti Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,DJB,D8,
D9,Aeroflot-Don,,Aeroflot-Don,,"",,,2024-02-16T08:41:24+08:00,1252,DNV,D9,
DA,Daily Air Corporation,德安航空股份有限公司,,德安航空,"",台北市敦化北路340號之10二樓,02-2712-3995,2024-02-16T08:41:24+08:00,1252,DAC,DA,
DB,Brit Air,,Brit Air,,"",,,2024-02-16T08:41:24+08:00,1252,BZH,DB,
DC,Golden Air,,Golden Air,,"",,,2024-02-16T08:41:24+08:00,1252,GOA,DC,
DD,Nok Air,皇雀航空,Nok Air,皇雀航空,"",,,2024-02-16T08:41:24+08:00,1252,NOK,DD,
DE,Condor,,Condor,,"",,,2024-02-16T08:41:24+08:00,1252,CFG,DE,
DG,South East Asian Airlines,,South East Asian Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,SRQ,DG,
DI,Divi Divi Air,,Divi Divi Air,,"",,,2024-02-16T08:41:24+08:00,1252,DVR,DI,
DJ,Virgin Blue,日亞洲航空,Virgin Blue,日亞洲航空,"",,,2024-02-16T08:41:24+08:00,1252,VOZ,DJ,
DK,Thomas Cook Airlines Scandinavia,,Thomas Cook Airlines Scandinavia,,"",,,2024-02-16T08:41:24+08:00,1252,VKG,DK,
DL,Delta Air Lines,美商達美航空股份有限公司 台灣分公司,Delta Air Lines,達美航空,"",10506臺北市敦化南路一段2號9樓/33758桃園縣大園鄉航站南路9號 第二航廈 2710A室,02-2772-2278,2024-02-16T08:41:24+08:00,1252,DAL,DL,US
DN,Deccan Aviation,,Deccan Aviation,,"",,,2024-02-16T08:41:24+08:00,1252,DKN,DN,
DO,Air Vallee,,Air Vallee,,"",,,2024-02-16T08:41:24+08:00,1252,RVL,DO,
DQ,Coastal Air Transport,,Coastal Air Transport,,"",,,2024-02-16T08:41:24+08:00,1252,CXT,DQ,
DR,Air Link,,Air Link,,"",,,2024-02-16T08:41:24+08:00,1252,UNK,DR,
DS,Easyjet Switzerland,,Easyjet Switzerland,,"",,,2024-02-16T08:41:24+08:00,1252,EZS,DS,
DT,TAAG - Angola Airlines,,TAAG - Angola Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,DTA,DT,
DU,Hemus Air,,Hemus Air,,"",,,2024-02-16T08:41:24+08:00,1252,HMS,DU,
DV,SCAT,,SCAT,,"",,,2024-02-16T08:41:24+08:00,1252,VSV,DV,
DW,Aero-Charter Ukraine,,Aero-Charter Ukraine,,"",,,2024-02-16T08:41:24+08:00,1252,UCR,DW,
DX,Danish Air Transport,,Danish Air Transport,,"",,,2024-02-16T08:41:24+08:00,1252,DTR,DX,
DY,Norwegian Air Shuttle,,Norwegian Air Shuttle,,"",,,2024-02-16T08:41:24+08:00,1252,NAX,DY,
E3,Eagles Airlines (Italy),,Eagles Airlines (Italy),,"",,,2024-02-16T08:41:24+08:00,1252,EGS,E3,
E4,Elysian Airlines,,Elysian Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,GIE,E4,
E5,Air Arabia Egypt,,Air Arabia Egypt,,"",,,2024-02-16T08:41:24+08:00,1252,RBG,E5,
E9,Evelop Airlines,,Evelop Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,EVE,E9,
EA,Andalus Lineas Aereas,,Andalus Lineas Aereas,,"",,,2024-02-16T08:41:24+08:00,1252,ANU,EA,
EB,Wamos Air,,Wamos Air,,"",,,2024-02-16T08:41:24+08:00,1252,PLM,EB,
EC,Avialeasing Aviation Company,,Avialeasing Aviation Company,,"",,,2024-02-16T08:41:24+08:00,1252,TWN,EC,
ED,Airblue,,Airblue,,"",,,2024-02-16T08:41:24+08:00,1252,ABQ,ED,
EG,Japan Asia Airways,日本亞細亞航空公司,,,"",高雄市中正三路2號,2017116,2024-02-16T08:41:24+08:00,1252,JAA,EG,JP
EH,Air Nippon Network,,Air Nippon Network,,"",,,2024-02-16T08:41:24+08:00,1252,AKX,EH,
EI,Aer Lingus,,Aer Lingus,,"",,,2024-02-16T08:41:24+08:00,1252,EIN,EI,
EJ,New England Airlines,,New England Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,NEA,EJ,
EK,Emirates,阿聯酋航空,Emirates,阿聯酋航空,"",台北市忠孝東路二段112號4樓,02-23938930,2024-02-16T08:41:24+08:00,1252,UAE,EK,AE
EL,Air Nippon,日空航空,Air Nippon,,"",,,2024-02-16T08:41:24+08:00,1252,ANK,EL,JP
EM,Aero Benin,,Aero Benin,,"",,,2024-02-16T08:41:24+08:00,1252,AEB,EM,
EN,Air Dolomiti,,Air Dolomiti,,"",,,2024-02-16T08:41:24+08:00,1252,DLA,EN,
EO,Hewa Bora Airways,,Hewa Bora Airways,,"",,,2024-02-16T08:41:24+08:00,1252,ALX,EO,
EP,Iran Aseman Airlines,,Iran Aseman Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,IRC,EP,
EQ,TAME - Linea Aerea del Ecuador,,TAME - Linea Aerea del Ecuador,,"",,,2024-02-16T08:41:24+08:00,1252,TAE,EQ,
ET,Ethiopian Airlines,,Ethiopian Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,ETH,ET,
EU,Chengdu Airlines,,Chengdu Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,UEA,EU,
EV,Atlantic Southeast Airlines,,Atlantic Southeast Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,ASQ,EV,
EW,Eurowings,,Eurowings,,"",,,2024-02-16T08:41:24+08:00,1252,EWG,EW,
EY,Etihad Airways,,Etihad Airways,,"",,,2024-02-16T08:41:24+08:00,1252,ETD,EY,
EZ,Sun Air of Scandinavia,,Sun Air of Scandinavia,,"",,,2024-02-16T08:41:24+08:00,1252,SUS,EZ,
F5,Cosmic Air,,Cosmic Air,,"",,,2024-02-16T08:41:24+08:00,1252,ACY,F5,
F7,flybaboo,,flybaboo,,"",,,2024-02-16T08:41:24+08:00,1252,BBO,F7,
F9,Frontier Airlines,,Frontier Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,FTT,F9,
FA,Safair,,Safair,,"",,,2024-02-16T08:41:24+08:00,1252,SFR,FA,
FB,Bulgaria Air,,Bulgaria Air,,"",,,2024-02-16T08:41:24+08:00,1252,LZB,FB,
FC,Finncomm Airlines,,Finncomm Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,WBA,FC,
FD,Thai AirAsia,泰亞洲航空,Thai AirAsia,泰亞洲航空,"",,,2024-02-16T08:41:24+08:00,1252,AIQ,FD,
FE,FAREASTERN AIR TRANSPORT,遠東航空公司,,遠東航空,"",台北市敦化北路405巷123弄5號,02-27121555,2024-02-16T08:41:24+08:00,1252,FEA,FE,TW
FG,Ariana Afghan Airlines,,Ariana Afghan Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,AFG,FG,
FI,Icelandair,,Icelandair,,"",,,2024-02-16T08:41:24+08:00,1252,ICE,FI,
FJ,Fiji Airways,,Fiji Airways,,"",,,2024-02-16T08:41:24+08:00,1252,FJI,FJ,
FK,Africa West,,Africa West,,"",,,2024-02-16T08:41:24+08:00,1252,WAF,FK,
FL,Airtran Airways,,Airtran Airways,,"",,,2024-02-16T08:41:24+08:00,1252,TRS,FL,
FM,Shanghai Airlines,上海航空有限公司,Shanghai Airlines,上海航空,"",台北市民生東路三段134號5樓,02-4055-6868,2024-02-16T08:41:24+08:00,1252,CSH,FM,CN
FO,Felix Airways,,Felix Airways,,"",,,2024-02-16T08:41:24+08:00,1252,FXX,FO,
FP,Freedom Air (Guam),,Freedom Air (Guam),,"",,,2024-02-16T08:41:24+08:00,1252,FRE,FP,
FQ,Brindabella Airlines,,Brindabella Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,BRI,FQ,
FR,Ryanair,,Ryanair,,"",,,2024-02-16T08:41:24+08:00,1252,RYR,FR,
FS,ItAli Airlines,,ItAli Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,ACL,FS,
FV,Rossiya Airlines,,Rossiya Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,SDM,FV,
FW,Fair,,Fair,,"",,,2024-02-16T08:41:24+08:00,1252,IBX,FW,
FX,FedEx Express,美商聯邦快遞股份有限公司,FedEx Express,聯邦,"",臺北市中山區中山北路2段61號9樓,,2024-02-16T08:41:24+08:00,1252,FDX,FX,US
FY,Firefly,,Firefly,,"",,,2024-02-16T08:41:24+08:00,1252,FFM,FY,
G3,GOL Linhas Aereas,,GOL Linhas Aereas,,"",,,2024-02-16T08:41:24+08:00,1252,GLO,G3,
G4,Allegiant Air,,Allegiant Air,,"",,,2024-02-16T08:41:24+08:00,1252,AAY,G4,
G5,China Express Airlines,,China Express Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,HXA,G5,
G6,Air Volga,,Air Volga,,"",,,2024-02-16T08:41:24+08:00,1252,WLG,G6,
G7,GoJet Airlines,,GoJet Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,GJS,G7,
G8,Go Air,,Go Air,,"",,,2024-02-16T08:41:24+08:00,1252,GOW,G8,
G9,Air Arabia,,Air Arabia,,"",,,2024-02-16T08:41:24+08:00,1252,ABY,G9,
GA,Garuda Indonesia,印尼商印尼航空股份有限公司台灣分公司,Garuda Indonesia,印尼航空,"",台北市建國北路一段90號5樓之2,02-25072300,2024-02-16T08:41:24+08:00,1252,GIA,GA,ID
GE,TransAsia Airways,復興航空運輸股份有限公司,,復興航空,"",臺北市大同區鄭州路139號9樓,02-25575767,2024-02-16T08:41:24+08:00,1252,TNA,GE,TW
GF,Gulf Air,,Gulf Air,,"",,,2024-02-16T08:41:24+08:00,1252,GFA,GF,
GH,Globus Airlines,,Globus Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,GLP,GH,
GI,Longhao Airlines,龍浩航空,Longhao Airlines,廣東龍浩航空,"",,,2024-02-16T08:41:24+08:00,1252,LHA,GI,CN
GJ,Loong Air,,Loong Air,,"",,,2024-02-16T08:41:24+08:00,1252,CDC,GJ,
GK,Jetstar Japan,捷星日本,Jetstar Japan,捷星日本,"",,,2024-02-16T08:41:24+08:00,1252,JJP,GK,JP
GL,Air Greenland,,Air Greenland,,"",,,2024-02-16T08:41:24+08:00,1252,BSK,GL,
GQ,Big Sky Airlines,,Big Sky Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,BSY,GQ,
GR,Aurigny Air Services,,Aurigny Air Services,,"",,,2024-02-16T08:41:24+08:00,1252,AUR,GR,
GS,Tianjin Airlines,,Tianjin Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,GCR,GS,
GV,Grant Aviation,,Grant Aviation,,"",,,2024-02-16T08:41:24+08:00,1252,GCR,GV,
GW,Kuban Airlines,,Kuban Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,KIL,GW,
GX,GX Airlines,,GX Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,CBG,GX,
GY,Gabon Airlines,,Gabon Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,GBK,GY,
GZ,Air Rarotonga,,Air Rarotonga,,"",,,2024-02-16T08:41:24+08:00,1252,RAR,GZ,
H2,SKY Airline,,SKY Airline,,"",,,2024-02-16T08:41:24+08:00,1252,SKU,H2,
H3,Harbour Air,,Harbour Air,,"",,,2024-02-16T08:41:24+08:00,1252,HES,H3,
H4,Heli Securite,,Heli Securite,,"",,,2024-02-16T08:41:24+08:00,1252,HLI,H4,
H6,Hageland Aviation,,Hageland Aviation,,"",,,2024-02-16T08:41:24+08:00,1252,HAG,H6,
H7,Eagle Air,,Eagle Air,,"",,,2024-02-16T08:41:24+08:00,1252,EGU,H7,
H8,Dalavia Far East Airways,,Dalavia Far East Airways,,"",,,2024-02-16T08:41:24+08:00,1252,KHB,H8,
HA,Hawaiian Airlines,夏威夷航空,Hawaiian Airlines,夏威夷航空,"",,,2024-02-16T08:41:24+08:00,1252,HAL,HA,US
HB,Greater Bay Airlines,大灣區航空,Greater Bay Airlines,大灣區航空,"",,,2024-02-16T08:41:24+08:00,1252,HGB,HB,HK
HD,Hokkaido International Airlines/,北海道國際,Hokkaido International Airlines/,北海道國際,"",,,2024-02-16T08:41:24+08:00,1252,ADO,HD,
HE,Luftfahrtgesellschaft Walter,,Luftfahrtgesellschaft Walter,,"",,,2024-02-16T08:41:24+08:00,1252,LGW,HE,
HG,Niki,,Niki,,"",,,2024-02-16T08:41:24+08:00,1252,NLY,HG,
HH,Air Hamburg,,Air Hamburg,,"",,,2024-02-16T08:41:24+08:00,1252,AHO,HH,
HK,Yangon Airways Limited,,Yangon Airways Limited,,"",,,2024-02-16T08:41:24+08:00,1252,FSC,HK,
HM,Air Seychelles,,Air Seychelles,,"",,,2024-02-16T08:41:24+08:00,1252,SEY,HM,
HO,Juneyao Airlines,吉祥航空,Juneyao Airlines,吉祥航空,"",,,2024-02-16T08:41:24+08:00,1252,DKH,HO,CN
HR,Hahn Air Lines,,Hahn Air Lines,,"",,,2024-02-16T08:41:24+08:00,1252,HHN,HR,
HS,Direktflyg,,Direktflyg,,"",,,2024-02-16T08:41:24+08:00,1252,HSV,HS,
HT,Hellenic Imperial Airways,,Hellenic Imperial Airways,,"",,,2024-02-16T08:41:24+08:00,1252,IMP,HT,
HU,Hainan Airlines,海南航空股份有限公司,Hainan Airlines,海南航空,"",台北市松山區民生東路3段156號19樓之3,02-27139555,2024-02-16T08:41:24+08:00,1252,CHH,HU,CN
HV,Transavia Airlines,,Transavia Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,TRA,HV,
HW,Hello,,Hello,,"",,,2024-02-16T08:41:24+08:00,1252,FHE,HW,
HX,Hong Kong Airlines,香港航空有限公司,Hong Kong Airlines,香港航空,"",,,2024-02-16T08:41:24+08:00,1252,CRK,HX,HK
HY,Uzbekistan Airways,,Uzbekistan Airways,,"",,,2024-02-16T08:41:24+08:00,1252,UZB,HY,
HZ,SAT Sakhalin Airlines,,SAT Sakhalin Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,SHU,HZ,
I4,Interstate Airlines,,Interstate Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,FWA,I4,
I5,Compagnie AAcrienne du Mali,,Compagnie AAcrienne du Mali,,"",,,2024-02-16T08:41:24+08:00,1252,CMM,I5,
I7,Paramount Airways,,Paramount Airways,,"",,,2024-02-16T08:41:24+08:00,1252,PMW,I7,
I9,Air Italy,,Air Italy,,"",,,2024-02-16T08:41:24+08:00,1252,AEY,I9,
IA,Iraqi Airways,,Iraqi Airways,,"",,,2024-02-16T08:41:24+08:00,1252,IAW,IA,
IB,IBERIA,,IBERIA,,"",,,2024-02-16T08:41:24+08:00,1252,IBE,IB,
IC,Indian Airlines,,Indian Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,IAC,IC,
ID,Batik Air,巴澤航空,Batik Air,巴澤航空,"",,,2024-02-16T08:41:24+08:00,1252,BTK,ID,ID
IE,Solomon Airlines,,Solomon Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,SOL,IE,
IF,Islas Airways,,Islas Airways,,"",,,2024-02-16T08:41:24+08:00,1252,ISW,IF,
IG,Air Italy,,Air Italy,,"",,,2024-02-16T08:41:24+08:00,1252,ISS,IG,
IH,Irtysh Air,,Irtysh Air,,"",,,2024-02-16T08:41:24+08:00,1252,MZA,IH,
IK,Pegas Fly,,Pegas Fly,,"",,,2024-02-16T08:41:24+08:00,1252,KAR,IK,
IM,Mint Airways,,Mint Airways,,"",,,2024-02-16T08:41:24+08:00,1252,MIC,IM,
IQ,Augsburg Airways,,Augsburg Airways,,"",,,2024-02-16T08:41:24+08:00,1252,AUB,IQ,
IR,Iran Air,,Iran Air,,"",,,2024-02-16T08:41:24+08:00,1252,IRA,IR,
IS,Island Airlines,,Island Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,SWW,IS,
IT,Tigerair Taiwan,臺灣虎航,Tigerair Taiwan,臺灣虎航,"",,,2024-02-16T08:41:24+08:00,1252,TTW,IT,
IV,Wind Jet,,Wind Jet,,"",,,2024-02-16T08:41:24+08:00,1252,JET,IV,
IW,Wings Air,,Wings Air,,"",,,2024-02-16T08:41:24+08:00,1252,WON,IW,
IX,Air India Express,,Air India Express,,"",,,2024-02-16T08:41:24+08:00,1252,AXB,IX,
IY,Yemenia Yemen Airways,,Yemenia Yemen Airways,,"",,,2024-02-16T08:41:24+08:00,1252,IYE,IY,
IZ,Arkia Israeli Airlines,,Arkia Israeli Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,AIZ,IZ,
J0,JetLink Express,,JetLink Express,,"",,,2024-02-16T08:41:24+08:00,1252,JLX,J0,
J2,Azerbaijan Airlines,,Azerbaijan Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,AHY,J2,
J3,Northwestern Air Lease,,Northwestern Air Lease,,"",,,2024-02-16T08:41:24+08:00,1252,PLR,J3,
J4,Buffalo Airways,,Buffalo Airways,,"",,,2024-02-16T08:41:24+08:00,1252,BFL,J4,
J6,Larrys Flying Service,,Larrys Flying Service,,"",,,2024-02-16T08:41:24+08:00,1252,VCR,J6,
J7,Centre-Avia Airlines,,Centre-Avia Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,CVC,J7,
J8,Berjaya Air,,Berjaya Air,,"",,,2024-02-16T08:41:24+08:00,1252,BVT,J8,
J9,Jazeera Airways,,Jazeera Airways,,"",,,2024-02-16T08:41:24+08:00,1252,JZR,J9,
JA,BH Airlines,,BH Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,BON,JA,
JB,Helijet International,,Helijet International,,"",,,2024-02-16T08:41:24+08:00,1252,JBA,JB,
JC,JAL Express,,JAL Express,,"",,,2024-02-16T08:41:24+08:00,1252,JEX,JC,
JD,Capital Airlines,,Capital Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,CBJ,JD,
JE,Mango,,Mango,,"",,,2024-02-16T08:41:24+08:00,1252,MNO,JE,
JF,Jetairfly,,Jetairfly,,"",,,2024-02-16T08:41:24+08:00,1252,JAF,JF,
JH,Fuji Dream Airlines,,Fuji Dream Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,FDA,JH,
JJ,LATAM Airlines Brasil,,LATAM Airlines Brasil,,"",,,2024-02-16T08:41:24+08:00,1252,TAM,JJ,
JK,Spanair,,Spanair,,"",,,2024-02-16T08:41:24+08:00,1252,JKK,JK,
JL,Japan Airlines,日本航空,Japan Airlines,日本航空,"",,,2024-02-16T08:41:24+08:00,1252,JAL,JL,JP
JM,Air Jamaica,,Air Jamaica,,"",,,2024-02-16T08:41:24+08:00,1252,AJM,JM,
JN,Avia Jaynar,,Avia Jaynar,,"",,,2024-02-16T08:41:24+08:00,1252,SAP,JN,
JO,JALways,,JALways,,"",,,2024-02-16T08:41:24+08:00,1252,JAZ,JO,
JP,Adria Airways,,Adria Airways,,"",,,2024-02-16T08:41:24+08:00,1252,ADR,JP,
JQ,Jetstar Airways,,Jetstar Airways,,"",,,2024-02-16T08:41:24+08:00,1252,JST,JQ,
JR,Joy Air,,Joy Air,,"",,,2024-02-16T08:41:24+08:00,1252,JOY,JR,
JS,Air Koryo,,Air Koryo,,"",,,2024-02-16T08:41:24+08:00,1252,KOR,JS,
JT,Lion Air,,Lion Air,,"",,,2024-02-16T08:41:24+08:00,1252,LNI,JT,
JU,Air Serbia,,Air Serbia,,"",,,2024-02-16T08:41:24+08:00,1252,ASL,JU,
JV,Bearskin Airlines,,Bearskin Airlines,,"",,,2024-02-16T08:41:24+08:00,1252,BLS,JV,
JW,Arrow Air,香草航空,Arrow Air,香草航空,"",,,2024-02-16T08:41:24+08:00,1252,VNL,JW,JP
JX,STARLUX Airlines,星宇航空,STARLUX Airlines,星宇航空,"",,,2024-02-16T08:41:24+08:00,1252,SJX,JX,TW
JY,Air Turks and Caicos,,Air Turks and Caicos,,"",,,2024-02-16T08:41:24+08:00,1252,IWY,JY,
